email_id,sender,receiver,subject,body,category,priority,source,text,clean_text
H202,hr@nexova.example,nupur@iris-mail.com,Interview Moved to This Afternoon,"Hi Nupur,
 
 Due to a change in the panel's schedule, your interview originally set for tomorrow has been moved to this afternoon at 4 PM. Please confirm you can make it on short notice.
 
 Recruitment Team, Nexova Technologies",Meeting/Appointment,HIGH,Synthetic,"Interview Moved to This Afternoon Hi Nupur,
 
 Due to a change in the panel's schedule, your interview originally set for tomorrow has been moved to this afternoon at 4 PM. Please confirm you can make it on short notice.
 
 Recruitment Team, Nexova Technologies",interview moved to afternoon hi nupur due to change panel schedule interview originally set tomorrow moved to afternoon at 4 pm please confirm make on short notice recruitment team nexova technology
H203,sbhatia.advocate@example.com,nupur@iris-mail.com,Court Date Moved Up by a Week,"Dear Nupur,
 
 The court has moved your hearing date up by a week due to a scheduling change. The new date is this Thursday at 11 AM. Please ensure all documents are ready well before then.
 
 Advocate S. Bhatia",Meeting/Appointment,HIGH,Synthetic,"Court Date Moved Up by a Week Dear Nupur,
 
 The court has moved your hearing date up by a week due to a scheduling change. The new date is this Thursday at 11 AM. Please ensure all documents are ready well before then.
 
 Advocate S. Bhatia",court date moved by week dear nupur court moved hearing date by week due to scheduling change new date thursday at 11 am please ensure document ready well before advocate bhatia
H204,secretary@greenmeadows.example,nupur@iris-mail.com,Emergency Meeting Called for Tonight,"Dear Residents,
 
 Following the water contamination issue reported this morning, an emergency society meeting has been called for tonight at 8 PM to decide on immediate arrangements. Please make an effort to attend.
 
 Secretary, Green Meadows Society",Meeting/Appointment,HIGH,Synthetic,"Emergency Meeting Called for Tonight Dear Residents,
 
 Following the water contamination issue reported this morning, an emergency society meeting has been called for tonight at 8 PM to decide on immediate arrangements. Please make an effort to attend.
 
 Secretary, Green Meadows Society",emergency meeting called tonight dear resident following water contamination issue reported morning emergency society meeting called tonight at 8 pm to decide on immediate arrangement please make effort to attend secretary green meadow society
H205,landlord.rajesh@gmail.example,nupur@iris-mail.com,Need to Meet Before I Sign the New Tenant,"Hi Nupur,
 
 I have another interested tenant for the flat if you decide not to renew, but I need to know your decision before I meet them tomorrow evening. Can we talk today?
 
 Rajesh",Meeting/Appointment,HIGH,Synthetic,"Need to Meet Before I Sign the New Tenant Hi Nupur,
 
 I have another interested tenant for the flat if you decide not to renew, but I need to know your decision before I meet them tomorrow evening. Can we talk today?
 
 Rajesh",need to meet before sign new tenant hi nupur another interested tenant flat decide not to renew need to know decision before meet tomorrow evening talk today rajesh
H206,simran.friend@gmail.example,nupur@iris-mail.com,Layover Changed - Need to Confirm Pickup,"Hi Nupur,
 
 My connecting flight got rearranged and I now land two hours earlier than planned, around 5 AM. Could you confirm with the cab today so there is no mix up at that hour?
 
 Simran",Meeting/Appointment,HIGH,Synthetic,"Layover Changed - Need to Confirm Pickup Hi Nupur,
 
 My connecting flight got rearranged and I now land two hours earlier than planned, around 5 AM. Could you confirm with the cab today so there is no mix up at that hour?
 
 Simran",layover changed - need to confirm pickup hi nupur connecting flight got rearranged land two hour earlier planned around 5 am could confirm cab today no mix at hour simran
H207,classteacher@sunriseschool.example,nupur@iris-mail.com,Meeting Moved Up Due to Concern,"Dear Parent,
 
 We would like to move up the scheduled parent teacher meeting to tomorrow instead of next month, as a concern has come up that we would like to discuss with you directly.
 
 Class Teacher, Sunrise School",Meeting/Appointment,HIGH,Synthetic,"Meeting Moved Up Due to Concern Dear Parent,
 
 We would like to move up the scheduled parent teacher meeting to tomorrow instead of next month, as a concern has come up that we would like to discuss with you directly.
 
 Class Teacher, Sunrise School",meeting moved due to concern dear parent would like to move scheduled parent teacher meeting to tomorrow instead next month concern come would like to discus directly class teacher sunrise school
H208,frontdesk@petcareclinic.example,nupur@iris-mail.com,Vet Needs to See Him Before Surgery Tomorrow,"Hi Nupur,
 
 Before tomorrow's scheduled surgery, the vet needs a final check up today to confirm your dog is fit for the procedure. Please bring him in before the clinic closes this evening.
 
 Front Desk, PetCare Clinic",Meeting/Appointment,HIGH,Synthetic,"Vet Needs to See Him Before Surgery Tomorrow Hi Nupur,
 
 Before tomorrow's scheduled surgery, the vet needs a final check up today to confirm your dog is fit for the procedure. Please bring him in before the clinic closes this evening.
 
 Front Desk, PetCare Clinic",vet need to see before surgery tomorrow hi nupur before tomorrow scheduled surgery vet need final check today to confirm dog fit procedure please bring before clinic close evening front desk petcare clinic
H209,events@royalevents.example,nupur@iris-mail.com,Last Chance to Confirm the Venue Booking,"Hi Nupur,
 
 The venue manager needs a final confirmation today, otherwise the date you had shortlisted will be released to another family who has also shown interest. Please let us know your decision as soon as possible.
 
 Royal Events",Meeting/Appointment,HIGH,Synthetic,"Last Chance to Confirm the Venue Booking Hi Nupur,
 
 The venue manager needs a final confirmation today, otherwise the date you had shortlisted will be released to another family who has also shown interest. Please let us know your decision as soon as possible.
 
 Royal Events",last chance to confirm venue booking hi nupur venue manager need final confirmation today otherwise date shortlisted released to another family also shown interest please let u know decision soon possible royal event
H210,farhan.classmate@gmail.example,nupur@iris-mail.com,Group Call Moved to Tonight Because of Sir's Deadline,"Hi Nupur,
 
 Since sir wants our project update tomorrow morning, we need to have our group discussion tonight instead of this weekend. Can you join a call around 9 PM?
 
 Farhan",Meeting/Appointment,HIGH,Synthetic,"Group Call Moved to Tonight Because of Sir's Deadline Hi Nupur,
 
 Since sir wants our project update tomorrow morning, we need to have our group discussion tonight instead of this weekend. Can you join a call around 9 PM?
 
 Farhan",group call moved to tonight sir deadline hi nupur since sir want project update tomorrow morning need to group discussion tonight instead weekend join call around 9 pm farhan
H211,hrbp@orchidconsulting.example,nupur@iris-mail.com,Final Interview Slot - Confirm by Evening,"Hi Nupur,
 
 We have arranged your final round interview for tomorrow morning, but need your confirmation by this evening so we can lock the panel's calendar and share the meeting link with you in time.
 
 Talent Team, Orchid Consulting",Meeting/Appointment,HIGH,Synthetic,"Final Interview Slot - Confirm by Evening Hi Nupur,
 
 We have arranged your final round interview for tomorrow morning, but need your confirmation by this evening so we can lock the panel's calendar and share the meeting link with you in time.
 
 Talent Team, Orchid Consulting",final interview slot - confirm by evening hi nupur arranged final round interview tomorrow morning need confirmation by evening lock panel calendar share meeting link time talent team orchid consulting
H212,vikram.lead@cloudberry.example,nupur@iris-mail.com,Client Call Moved Up - Please Join Early,"Hi Nupur,
 
 The client asked to move our weekly sync up by thirty minutes today due to their own schedule. Please join at the new time, as they specifically want to discuss the module you are working on.
 
 Vikram",Meeting/Appointment,HIGH,Synthetic,"Client Call Moved Up - Please Join Early Hi Nupur,
 
 The client asked to move our weekly sync up by thirty minutes today due to their own schedule. Please join at the new time, as they specifically want to discuss the module you are working on.
 
 Vikram",client call moved - please join early hi nupur client asked to move weekly sync by thirty minute today due to schedule please join at new time specifically want to discus module working on vikram
H213,mom@family.example,nupur@iris-mail.com,Grandpa Not Feeling Well,"Hi Nupur,
 
 Grandpa has not been feeling well since this morning and dad is taking him to the hospital for a check up. Nothing confirmed yet, but wanted you to know in case we need you to come by later today.
 
 Love,
 Mom",Personal,HIGH,Synthetic,"Grandpa Not Feeling Well Hi Nupur,
 
 Grandpa has not been feeling well since this morning and dad is taking him to the hospital for a check up. Nothing confirmed yet, but wanted you to know in case we need you to come by later today.
 
 Love,
 Mom",grandpa not feeling well hi nupur grandpa not feeling well since morning dad taking to hospital check nothing confirmed yet wanted to know case need to come by later today love mom
H214,dad@family.example,nupur@iris-mail.com,Need Your Signature on Property Papers Today,"Hi Nupur,
 
 The lawyer needs your signature on the property papers today since he is filing them first thing tomorrow. Could you come by the office this evening, or should I courier them to your hostel instead?
 
 Dad",Personal,HIGH,Synthetic,"Need Your Signature on Property Papers Today Hi Nupur,
 
 The lawyer needs your signature on the property papers today since he is filing them first thing tomorrow. Could you come by the office this evening, or should I courier them to your hostel instead?
 
 Dad",need signature on property paper today hi nupur lawyer need signature on property paper today since filing first thing tomorrow could come by office evening courier to hostel instead dad
H215,landlord.rajesh@gmail.example,nupur@iris-mail.com,Water Supply Issue - Need Access Today,"Hi Nupur,
 
 The plumber found a bigger issue with the water line than expected and needs access to your flat again this evening to complete the repair before it gets worse overnight. Will you be around?
 
 Rajesh",Personal,HIGH,Synthetic,"Water Supply Issue - Need Access Today Hi Nupur,
 
 The plumber found a bigger issue with the water line than expected and needs access to your flat again this evening to complete the repair before it gets worse overnight. Will you be around?
 
 Rajesh",water supply issue - need access today hi nupur plumber found bigger issue water line expected need access to flat evening to complete repair before get worse overnight around rajesh
H216,suresh.uncle@gmail.example,nupur@iris-mail.com,Buyer Wants an Answer by Tomorrow,"Hi Nupur,
 
 The buyer for the property has given us until tomorrow evening to accept or reject the revised offer. Can everyone weigh in tonight so we can respond in time?
 
 Suresh",Personal,HIGH,Synthetic,"Buyer Wants an Answer by Tomorrow Hi Nupur,
 
 The buyer for the property has given us until tomorrow evening to accept or reject the revised offer. Can everyone weigh in tonight so we can respond in time?
 
 Suresh",buyer want answer by tomorrow hi nupur buyer property given u until tomorrow evening to accept reject revised offer everyone weigh tonight respond time suresh
H217,rohan.cousin@gmail.example,nupur@iris-mail.com,Sister Went Into Labor,"Hey Nupur,
 
 Just letting the family know my sister went into labor a bit earlier than expected and is at the hospital now. Will update everyone as soon as we know more, but wanted you to know right away.
 
 Rohan",Personal,HIGH,Synthetic,"Sister Went Into Labor Hey Nupur,
 
 Just letting the family know my sister went into labor a bit earlier than expected and is at the hospital now. Will update everyone as soon as we know more, but wanted you to know right away.
 
 Rohan",sister went labor hey nupur letting family know sister went labor bit earlier expected at hospital update everyone soon know wanted to know right away rohan
H218,ayesha.friend@gmail.example,nupur@iris-mail.com,Need a Place to Stay Tonight,"Hey Nupur,
 
 Things at home got worse again and I really need a place to stay tonight. I am sorry to ask on such short notice, but is it okay if I come over this evening?
 
 Ayesha",Personal,HIGH,Synthetic,"Need a Place to Stay Tonight Hey Nupur,
 
 Things at home got worse again and I really need a place to stay tonight. I am sorry to ask on such short notice, but is it okay if I come over this evening?
 
 Ayesha",need place to stay tonight hey nupur thing at home got worse really need place to stay tonight am sorry to ask on short notice okay come over evening ayesha
H219,dad@family.example,nupur@iris-mail.com,Mom's Reports Came Back - Need to Talk,"Hi Nupur,
 
 Mom's test reports came back today and the doctor wants to discuss the next steps with the whole family. Can you call this evening so we can all be on the same page before her appointment tomorrow?
 
 Dad",Personal,HIGH,Synthetic,"Mom's Reports Came Back - Need to Talk Hi Nupur,
 
 Mom's test reports came back today and the doctor wants to discuss the next steps with the whole family. Can you call this evening so we can all be on the same page before her appointment tomorrow?
 
 Dad",mom report came back - need to talk hi nupur mom test report came back today doctor want to discus next step whole family call evening on page before appointment tomorrow dad
H220,kabir.neighbor@gmail.example,nupur@iris-mail.com,Water Leaking Into Our Flat From Yours,"Hi Nupur,
 
 We noticed water seeping through our ceiling and it seems to be coming from your flat. Could you check if something is leaking, since it is getting worse and we might need to call a plumber today.
 
 Kabir",Personal,HIGH,Synthetic,"Water Leaking Into Our Flat From Yours Hi Nupur,
 
 We noticed water seeping through our ceiling and it seems to be coming from your flat. Could you check if something is leaking, since it is getting worse and we might need to call a plumber today.
 
 Kabir",water leaking flat from hi nupur noticed water seeping ceiling seems to coming from flat could check something leaking since getting worse might need to call plumber today kabir
H221,mom@family.example,nupur@iris-mail.com,Need to Know Your Travel Plans by Tonight,"Hi Nupur,
 
 Since grandma's condition has changed, we are trying to plan who comes home this weekend. Could you let me know your travel plans tonight so I can book tickets before prices go up further?
 
 Love,
 Mom",Personal,HIGH,Synthetic,"Need to Know Your Travel Plans by Tonight Hi Nupur,
 
 Since grandma's condition has changed, we are trying to plan who comes home this weekend. Could you let me know your travel plans tonight so I can book tickets before prices go up further?
 
 Love,
 Mom",need to know travel plan by tonight hi nupur since grandma condition changed trying to plan come home weekend could let know travel plan tonight book ticket before price go love mom
H222,vikas.neighbor@gmail.example,nupur@iris-mail.com,Society Notice About Your Parking Spot,"Hi Nupur,
 
 The society office flagged an issue with your allotted parking spot and wants it resolved before the new allotment list goes out tomorrow. Could you speak with them today?
 
 Vikas",Personal,HIGH,Synthetic,"Society Notice About Your Parking Spot Hi Nupur,
 
 The society office flagged an issue with your allotted parking spot and wants it resolved before the new allotment list goes out tomorrow. Could you speak with them today?
 
 Vikas",society notice parking spot hi nupur society office flagged issue allotted parking spot want resolved before new allotment list go tomorrow could speak today vikas
H223,landlord.rajesh@gmail.example,nupur@iris-mail.com,Decision Needed on Lease Renewal Today,"Hi Nupur,
 
 I have another party interested in the flat if you are not renewing, and I need to give them an answer tomorrow. Please let me know your decision today so I know how to proceed.
 
 Rajesh",Personal,HIGH,Synthetic,"Decision Needed on Lease Renewal Today Hi Nupur,
 
 I have another party interested in the flat if you are not renewing, and I need to give them an answer tomorrow. Please let me know your decision today so I know how to proceed.
 
 Rajesh",decision needed on lease renewal today hi nupur another party interested flat not renewing need to give answer tomorrow please let know decision today know to proceed rajesh
H224,dad@family.example,nupur@iris-mail.com,"Uncle's Flight Got Cancelled, Need Help Rebooking","Hi Nupur,
 
 Uncle's return flight just got cancelled and the airline's helpline is not picking up. Could you check online if there are alternate flights today, since he needs to be back for a family function tomorrow?
 
 Dad",Personal,HIGH,Synthetic,"Uncle's Flight Got Cancelled, Need Help Rebooking Hi Nupur,
 
 Uncle's return flight just got cancelled and the airline's helpline is not picking up. Could you check online if there are alternate flights today, since he needs to be back for a family function tomorrow?
 
 Dad",uncle flight got cancelled need help rebooking hi nupur uncle return flight got cancelled airline helpline not picking could check online alternate flight today since need to back family function tomorrow dad
H225,notify@skywings.example,nupur@iris-mail.com,Flight Advanced by Four Hours,"Dear Passenger,
 
 Due to operational changes, your flight tomorrow has been advanced by four hours. Please review your new departure time and arrive at the airport with sufficient buffer, as boarding will close earlier than originally planned.
 
 SkyWings Airlines",Travel,HIGH,Synthetic,"Flight Advanced by Four Hours Dear Passenger,
 
 Due to operational changes, your flight tomorrow has been advanced by four hours. Please review your new departure time and arrive at the airport with sufficient buffer, as boarding will close earlier than originally planned.
 
 SkyWings Airlines",flight advanced by four hour dear passenger due to operational change flight tomorrow advanced by four hour please review new departure time arrive at airport sufficient buffer boarding close earlier originally planned skywings airline
H226,dispatch@ridenow.example,nupur@iris-mail.com,Driver Cancelled - Need Backup Plan,"Hi Nupur,
 
 The driver assigned for your early morning airport pickup tomorrow has just cancelled. We are trying to assign a replacement, but given the early hour, you may want to also arrange a backup option.
 
 Dispatch Team, RideNow",Travel,HIGH,Synthetic,"Driver Cancelled - Need Backup Plan Hi Nupur,
 
 The driver assigned for your early morning airport pickup tomorrow has just cancelled. We are trying to assign a replacement, but given the early hour, you may want to also arrange a backup option.
 
 Dispatch Team, RideNow",driver cancelled - need backup plan hi nupur driver assigned early morning airport pickup tomorrow cancelled trying to assign replacement given early hour may want to also arrange backup option dispatch team ridenow
H227,visaservices@globalvisa.example,nupur@iris-mail.com,Appointment Slot Confirmed - Documents Needed Today,"Dear Nupur,
 
 Your visa appointment has been confirmed for tomorrow. Please send us the pending set of documents today so we can prepare your file in time, as incomplete files may delay the appointment itself.
 
 Visa Services Team",Travel,HIGH,Synthetic,"Appointment Slot Confirmed - Documents Needed Today Dear Nupur,
 
 Your visa appointment has been confirmed for tomorrow. Please send us the pending set of documents today so we can prepare your file in time, as incomplete files may delay the appointment itself.
 
 Visa Services Team",appointment slot confirmed - document needed today dear nupur visa appointment confirmed tomorrow please send u pending set document today prepare file time incomplete file may delay appointment visa service team
H228,booking@railwayservices.example,nupur@iris-mail.com,Waitlist Not Cleared - Alternate Travel Needed,"Dear Passenger,
 
 Your waitlisted ticket for tomorrow's journey has not been confirmed after the chart preparation. Please arrange alternate travel, as waitlisted passengers will not be permitted to board.
 
 Railway Booking Services",Travel,HIGH,Synthetic,"Waitlist Not Cleared - Alternate Travel Needed Dear Passenger,
 
 Your waitlisted ticket for tomorrow's journey has not been confirmed after the chart preparation. Please arrange alternate travel, as waitlisted passengers will not be permitted to board.
 
 Railway Booking Services",waitlist not cleared - alternate travel needed dear passenger waitlisted ticket tomorrow journey not confirmed after chart preparation please arrange alternate travel waitlisted passenger not permitted to board railway booking service
H229,simran.friend@gmail.example,nupur@iris-mail.com,Hotel Overbooked - Need to Sort This Today,"Hi Nupur,
 
 Just got a call that the hotel overbooked our room for tomorrow night and is trying to shift us elsewhere. Could you help me look at backup options today in case they cannot sort it out?
 
 Simran",Travel,HIGH,Synthetic,"Hotel Overbooked - Need to Sort This Today Hi Nupur,
 
 Just got a call that the hotel overbooked our room for tomorrow night and is trying to shift us elsewhere. Could you help me look at backup options today in case they cannot sort it out?
 
 Simran",hotel overbooked - need to sort today hi nupur got call hotel overbooked room tomorrow night trying to shift u elsewhere could help look at backup option today case not sort simran
H230,notify@skywings.example,nupur@iris-mail.com,Baggage Allowance Change Affecting Tomorrow's Flight,"Dear Passenger,
 
 Please note that the baggage allowance for your fare category has been revised and will apply starting with tomorrow's flight. Extra charges may apply at the airport if your baggage exceeds the new limit.
 
 SkyWings Airlines",Travel,HIGH,Synthetic,"Baggage Allowance Change Affecting Tomorrow's Flight Dear Passenger,
 
 Please note that the baggage allowance for your fare category has been revised and will apply starting with tomorrow's flight. Extra charges may apply at the airport if your baggage exceeds the new limit.
 
 SkyWings Airlines",baggage allowance change affecting tomorrow flight dear passenger please note baggage allowance fare category revised apply starting tomorrow flight extra charge may apply at airport baggage exceeds new limit skywings airline
H231,dad@family.example,nupur@iris-mail.com,Need Help Finding Uncle's Lost Luggage,"Hi Nupur,
 
 Uncle's luggage did not arrive with his flight today and the airline counter is asking for the tracking reference which he cannot find. Could you check his email for the booking confirmation and call them today?
 
 Dad",Travel,HIGH,Synthetic,"Need Help Finding Uncle's Lost Luggage Hi Nupur,
 
 Uncle's luggage did not arrive with his flight today and the airline counter is asking for the tracking reference which he cannot find. Could you check his email for the booking confirmation and call them today?
 
 Dad",need help finding uncle lost luggage hi nupur uncle luggage not arrive flight today airline counter asking tracking reference not find could check email booking confirmation call today dad
H232,booking@railwayservices.example,nupur@iris-mail.com,Train Cancelled - Refund and Rebooking Needed,"Dear Passenger,
 
 Your train scheduled for tomorrow has been cancelled due to operational reasons. Please choose between a refund or rebooking on an alternate train today, as options may become limited closer to the travel date.
 
 Railway Booking Services",Travel,HIGH,Synthetic,"Train Cancelled - Refund and Rebooking Needed Dear Passenger,
 
 Your train scheduled for tomorrow has been cancelled due to operational reasons. Please choose between a refund or rebooking on an alternate train today, as options may become limited closer to the travel date.
 
 Railway Booking Services",train cancelled - refund rebooking needed dear passenger train scheduled tomorrow cancelled due to operational reason please choose between refund rebooking on alternate train today option may become limited closer to travel date railway booking service
H233,hrcompliance@cloudberry.example,nupur@iris-mail.com,Respond to the Compliance Query Today,"Dear Nupur,
 
 The compliance team has raised a query regarding your declared outside employment during the internship period. Please respond today with clarification, as unresolved queries are escalated to HR leadership after 48 hours.
 
 HR Compliance, Cloudberry Systems",Legal/Administrative,HIGH,Synthetic,"Respond to the Compliance Query Today Dear Nupur,
 
 The compliance team has raised a query regarding your declared outside employment during the internship period. Please respond today with clarification, as unresolved queries are escalated to HR leadership after 48 hours.
 
 HR Compliance, Cloudberry Systems",respond to compliance query today dear nupur compliance team raised query regarding declared outside employment during internship period please respond today clarification unresolved query escalated to hr leadership after 48 hour hr compliance cloudberry system
H234,revenue@municipalcorp.example,nupur@iris-mail.com,Objection Deadline Tomorrow,"Dear Resident,
 
 This is a final reminder that the deadline to file an objection to your family's revised property tax assessment is tomorrow. After this date, the assessed amount becomes final and cannot be contested this cycle.
 
 Municipal Corporation",Legal/Administrative,HIGH,Synthetic,"Objection Deadline Tomorrow Dear Resident,
 
 This is a final reminder that the deadline to file an objection to your family's revised property tax assessment is tomorrow. After this date, the assessed amount becomes final and cannot be contested this cycle.
 
 Municipal Corporation",objection deadline tomorrow dear resident final reminder deadline to file objection to family revised property tax assessment tomorrow after date assessed amount becomes final not contested cycle municipal corporation
H235,compliance@regauthority.example,nupur@iris-mail.com,Response Window Closing in Two Days,"Dear Nupur,
 
 The response window for the compliance notice sent to your employer regarding your internship documentation closes in two days. Please ensure any requested clarification from your side is submitted before then.
 
 Regulatory Affairs Office",Legal/Administrative,HIGH,Synthetic,"Response Window Closing in Two Days Dear Nupur,
 
 The response window for the compliance notice sent to your employer regarding your internship documentation closes in two days. Please ensure any requested clarification from your side is submitted before then.
 
 Regulatory Affairs Office",response window closing two day dear nupur response window compliance notice sent to employer regarding internship documentation close two day please ensure requested clarification from side submitted before regulatory affair office
H236,info@passportsevakendra.example,nupur@iris-mail.com,Application Closing Due to Non-Response,"Dear Nupur,
 
 Your passport application will be automatically closed if the requested address verification is not completed within three days. Please visit the nearest police station at the earliest to avoid restarting the entire process.
 
 Passport Seva Kendra",Legal/Administrative,HIGH,Synthetic,"Application Closing Due to Non-Response Dear Nupur,
 
 Your passport application will be automatically closed if the requested address verification is not completed within three days. Please visit the nearest police station at the earliest to avoid restarting the entire process.
 
 Passport Seva Kendra",application closing due to non-response dear nupur passport application automatically closed requested address verification not completed within three day please visit nearest police station at earliest to avoid restarting entire process passport seva kendra
H237,rnair.advocate@example.com,nupur@iris-mail.com,Draft Ready - Confirm Before Filing Tomorrow,"Dear Nupur,
 
 The draft legal notice regarding the tenant matter is ready and scheduled to be filed tomorrow. Please review it today and let me know if any changes are needed before it is formally submitted.
 
 Advocate R. Nair",Legal/Administrative,HIGH,Synthetic,"Draft Ready - Confirm Before Filing Tomorrow Dear Nupur,
 
 The draft legal notice regarding the tenant matter is ready and scheduled to be filed tomorrow. Please review it today and let me know if any changes are needed before it is formally submitted.
 
 Advocate R. Nair",draft ready - confirm before filing tomorrow dear nupur draft legal notice regarding tenant matter ready scheduled to filed tomorrow please review today let know change needed before formally submitted advocate r nair
H238,examcell@nirmaya.edu,nupur@iris-mail.com,Malpractice Case - Respond Within 48 Hours,"Dear Nupur,
 
 A malpractice case has been recorded against your name during the recent examination based on the invigilator's report. You are required to submit a written response within 48 hours before the disciplinary committee reviews the case.
 
 Examination Section, Nirmaya Institute",Legal/Administrative,HIGH,Synthetic,"Malpractice Case - Respond Within 48 Hours Dear Nupur,
 
 A malpractice case has been recorded against your name during the recent examination based on the invigilator's report. You are required to submit a written response within 48 hours before the disciplinary committee reviews the case.
 
 Examination Section, Nirmaya Institute",malpractice case - respond within 48 hour dear nupur malpractice case recorded name during recent examination based on invigilator report required to submit written response within 48 hour before disciplinary committee review case examination section nirmaya institute
H239,hrcompliance@cloudberry.example,nupur@iris-mail.com,Background Check Discrepancy - Response Needed,"Dear Nupur,
 
 A discrepancy was found between your submitted documents and the background verification report. Please provide clarification within two working days, as unresolved discrepancies may affect your continued employment status.
 
 HR Compliance, Cloudberry Systems",Legal/Administrative,HIGH,Synthetic,"Background Check Discrepancy - Response Needed Dear Nupur,
 
 A discrepancy was found between your submitted documents and the background verification report. Please provide clarification within two working days, as unresolved discrepancies may affect your continued employment status.
 
 HR Compliance, Cloudberry Systems",background check discrepancy - response needed dear nupur discrepancy found between submitted document background verification report please provide clarification within two working day unresolved discrepancy may affect continued employment status hr compliance cloudberry system
H240,revenue@municipalcorp.example,nupur@iris-mail.com,Water Bill Dispute - Final Notice,"Dear Resident,
 
 This is a final notice regarding the disputed water bill amount for your address. If a response is not received within three days, the disputed amount will be added to your next billing cycle by default.
 
 Municipal Corporation",Legal/Administrative,HIGH,Synthetic,"Water Bill Dispute - Final Notice Dear Resident,
 
 This is a final notice regarding the disputed water bill amount for your address. If a response is not received within three days, the disputed amount will be added to your next billing cycle by default.
 
 Municipal Corporation",water bill dispute - final notice dear resident final notice regarding disputed water bill amount address response not received within three day disputed amount added to next billing cycle by default municipal corporation
H241,management@greenmeadows.example,nupur@iris-mail.com,Elevator Inspection Failed - Restricted Use,"Dear Residents,
 
 The building elevator failed its safety inspection this morning and its use has been restricted until repairs are completed tomorrow. Please use the stairs in the meantime and avoid overloading the service lift.
 
 Building Management, Green Meadows Society",Other,HIGH,Synthetic,"Elevator Inspection Failed - Restricted Use Dear Residents,
 
 The building elevator failed its safety inspection this morning and its use has been restricted until repairs are completed tomorrow. Please use the stairs in the meantime and avoid overloading the service lift.
 
 Building Management, Green Meadows Society",elevator inspection failed - restricted use dear resident building elevator failed safety inspection morning use restricted until repair completed tomorrow please use stair meantime avoid overloading service lift building management green meadow society
H242,facilities@greenmeadows.example,nupur@iris-mail.com,Fire Alarm Malfunction - Precaution Needed,"Dear Residents,
 
 The fire alarm system on the fourth floor is currently malfunctioning and technicians are working on it today. Please be extra cautious with any open flames until the system is confirmed to be working again.
 
 Facilities Management",Other,HIGH,Synthetic,"Fire Alarm Malfunction - Precaution Needed Dear Residents,
 
 The fire alarm system on the fourth floor is currently malfunctioning and technicians are working on it today. Please be extra cautious with any open flames until the system is confirmed to be working again.
 
 Facilities Management",fire alarm malfunction - precaution needed dear resident fire alarm system on fourth floor currently malfunctioning technician working on today please extra cautious open flame until system confirmed to working facility management
H243,kabir.neighbor@gmail.example,nupur@iris-mail.com,Strange Smell From the Basement,"Hi Nupur,
 
 A few of us noticed a strange burning smell coming from the basement parking area this evening. Could you check if your car is parked there and let building security know if you notice anything unusual?
 
 Kabir",Other,HIGH,Synthetic,"Strange Smell From the Basement Hi Nupur,
 
 A few of us noticed a strange burning smell coming from the basement parking area this evening. Could you check if your car is parked there and let building security know if you notice anything unusual?
 
 Kabir",strange smell from basement hi nupur u noticed strange burning smell coming from basement parking area evening could check car parked let building security know notice anything unusual kabir
H244,vikas.neighbor@gmail.example,nupur@iris-mail.com,Stray Dog Acting Aggressive Near Entrance,"Hi Nupur,
 
 A stray dog has been acting aggressively near the main entrance since this afternoon and a couple of residents have already been startled. Please be careful going in and out until animal control arrives.
 
 Vikas",Other,HIGH,Synthetic,"Stray Dog Acting Aggressive Near Entrance Hi Nupur,
 
 A stray dog has been acting aggressively near the main entrance since this afternoon and a couple of residents have already been startled. Please be careful going in and out until animal control arrives.
 
 Vikas",stray dog acting aggressive near entrance hi nupur stray dog acting aggressively near main entrance since afternoon couple resident already startled please careful going until animal control arrives vikas
H245,hostelcommittee@nirmaya.edu,nupur@iris-mail.com,Water Tank Leak Affecting Supply Tonight,"Dear Students,
 
 A leak has been found in the hostel's main water tank and supply will be affected tonight while repairs are carried out. Please store some water in advance if possible, supply should resume by tomorrow morning.
 
 Hostel Committee, Nirmaya Institute",Other,HIGH,Synthetic,"Water Tank Leak Affecting Supply Tonight Dear Students,
 
 A leak has been found in the hostel's main water tank and supply will be affected tonight while repairs are carried out. Please store some water in advance if possible, supply should resume by tomorrow morning.
 
 Hostel Committee, Nirmaya Institute",water tank leak affecting supply tonight dear student leak found hostel main water tank supply affected tonight repair carried please store water advance possible supply resume by tomorrow morning hostel committee nirmaya institute
H246,ayesha.friend@gmail.example,nupur@iris-mail.com,Building Power Trip - Check on Your Stuff,"Hey Nupur,
 
 There was a power trip in our building complex a while ago and a few people's fridges got affected. You might want to check on anything perishable in your room when you get a chance today.
 
 Ayesha",Other,HIGH,Synthetic,"Building Power Trip - Check on Your Stuff Hey Nupur,
 
 There was a power trip in our building complex a while ago and a few people's fridges got affected. You might want to check on anything perishable in your room when you get a chance today.
 
 Ayesha",building power trip - check on stuff hey nupur power trip building complex ago people fridge got affected might want to check on anything perishable room get chance today ayesha
